name,alias,coarse_categories,fine_categories,cuisines,associated_cuisines,area,countries,region1,region2,region3,region4,region5,text_description
Cifantuan,"[{'chi faan': 'not_stated'}, {'fantuan': 'not_stated'}]",['rice'],['rice ball'],['Chinese'],['Shanghai' 'Hubei' 'Taiwanese' 'Hong Kong'],['Shanghai' 'Hubei' 'Taiwan' 'Hong Kong'],['China'],Eastern Asia,,,,,The dish is made by tightly wrapping a piece of youtiao (fried dough) with glutinous rice. It is usually eaten as breakfast together with sweetened or savory soy milk.
Claypot rice,"[{'煲仔飯': 'not_stated'}, {'bou1 zai2 faan6': 'not_stated'}]",['rice'],['mixed rice'],['Chinese'],['Chinese'],['Guangdong' 'Hong Kong'],['China' 'Indonesia' 'Singapore' 'Thailand'],South Eastern Asia,Eastern Asia,,,,"The dish is made with cooked rice, finished in a claypot with other ingredients that flavor the rice. It is often served with chicken, sausage, and Vegetable."
Cơm tấm,[{'Cơm tấm Sài Gòn': 'not_stated'}],['rice'],['mixed rice'],['Vietnamese'],['Southern Vietnamese'],['Southern Vietnam'],['Vietnam'],South Eastern Asia,,,,,The dish is made of rice with fractured rice grains.
Curd rice,[{'no_alias': 'not_stated'}],['rice'],['porridge' 'yoghurt rice'],['Indian'],['South Indian'],['Tamil Nadu' 'Kerala' 'Karnataka' 'Telangana' 'Andhra Pradesh'],['India'],Southern Asia,,,,,The dish combining steamed white rice and yogurt.
Dal bhat,"[{'दाल भात तरकारी': 'Nepali'}, {'ডাল ভাত তরকারি': 'Bengali'}]",['rice'],['mixed rice'],['Indian Subcontinent'],"['Indian' 'Bangladeshi' 'Nepalese' 'Bhutanese' 'Sri Lankan' 'Trinidadian'
 'Guyanese' 'Surinamese' 'Jamaican' 'Mauritian' 'Fijian']",['Eastern India' 'Indian Subcontinent'],"['India' 'Bangladesh' 'Nepal' 'Bhutan' 'Sri Lanka' 'Trinidad and Tobago'
 'Guyana' 'Suriname' 'Jamaica' 'Mauritius' 'Fiji']",Caribbean,Eastern Africa,South America,Southern Asia,Melanesia,The dish consists of steamed rice and a cooked lentil or other pulses stew called dal.
Dirty rice,"[{'chicken and rice': 'not_stated'}, {'Cajun rice': 'not_stated'}, {'rice dressing': 'not_stated'}]",['rice'],['mixed rice'],['Louisiana Creole'],['South American'],['Louisiana Creole'],['United States'],Northern America,,,,,"The dish is made from white rice which gets a ""dirty"" color from being cooked with small pieces of pork, beef or chicken, green bell pepper, celery, and onion, and spiced with cayenne and black pepper. Parsley and chopped green onions are common garnishes."
Dolma,"[{'mahshi yabraq': 'Arabic'}, {'mahshi brag': 'Arabic'}]",['vegetable' 'seafood' 'fruit'],['stuffed dishes'],['Ottoman'],['Ottoman' 'Iranian'],"['Eastern Mediterranean' 'Balkans' 'Levant' 'Turkey' 'South Caucasus'
 'Iraq' 'Iran' 'Central Asia' 'Algeria' 'Egypt' 'Libya']","['Turkey' 'Iraq' 'Iran' 'Algeria' 'Egypt' 'Libya' 'Syria' 'Lebanon'
 'Jordan' 'Israel' 'Palestine' 'Greece' 'Cyprus' 'Bulgaria'
 'North Macedonia' 'Albania' 'Montenegro' 'Serbia'
 'Bosnia and Herzegovina' 'Croatia']",Southern Asia,Eastern Europe,Northern Africa,Western Asia,Southern Europe,"The dish is typically made with a filling of rice, minced meat, offal, seafood, fruit, or any combination of these inside a vegetable or a leaf wrapping."
Espasol,[{'no_alias': 'not_stated'}],['rice'],['rice cake'],['Filipino'],['Laguna'],['Laguna'],['Philippines'],South Eastern Asia,,,,,"The dish is made from glutinous rice flour cooked in coconut milk and sweetened coconut strips and, afterwards, dusted or coated with toasted rice flour."
Étouffée,"[{'étouffée': 'Finnish'}, {'etouffee': 'not_stated'}, {'AY-too-FAY': 'English'}, {'no_alias': 'not_stated'}]",['rice'],['mixed rice'],['American'],['Louisiana'],['Louisiana'],['United States'],Northern America,,,,,"The dish is made from shellfish, simmered in a sauce made from a light or blond roux, served over rice. It is most commonly made with crab, shrimp or crawfish."
Gaifan,"[{'Gaifan': 'English'}, {'盖饭': 'Chinese'}, {'蓋飯': 'Chinese'}, {'gaijiaofan': 'English'}, {'蓋澆飯': 'Chinese'}, {'盖浇饭': 'Chinese'}, {'no_alias': 'not_stated'}]",['rice'],['mixed rice'],['Chinese'],['Chinese'],['China'],['China'],Eastern Asia,,,,,"The dish consists of a fish, meat, or vegetable topping served over rice. The dish can be either freshly cooked or previously cooked, such as char siu."
Gallo pinto,"[{""name"": ""no_alias""}]",['rice'],['mixed rice'],['Nicaraguan' 'Costa Rican'],['Nicaraguan' 'Costa Rican'],['Central America'],['Nicaragua' 'Costa Rica'],Central America,,,,,"The dish consisting of rice and beans as a base. The beans are quickly cooked until the juice is almost consumed, then combined with prepared rice and other ingredients such as cooked oregano, bell peppers, coriander, chopped onions, and garlic. "
Ginataang mais,"[{'lugaw na mais': 'not_stated'}, {'lelut mais': 'Kapampangan'}]",['rice'],['porridge' 'dessert'],['Filipino'],['Filipino'],['Philippines'],['Philippines'],South Eastern Asia,,,,,"The dish is made by boiling glutinous rice until almost done. Sweet corn, coconut milk, and sugar are then added and the heat lowered shortly before the rice is fully cooked. It is eaten warm in colder months, but can also be eaten cold during summer."
Ginataang munggo,"[{'lelot balatung': 'not_stated'}, {'tinutungang munggo': 'not_stated'}]",['rice'],['porridge' 'dessert'],['Filipino'],['Filipino'],['Philippines'],['Philippines'],South Eastern Asia,,,,,"The dish is a glutinous rice gruel dessert with toasted mung beans, coconut milk, and sugar. It is typically flavored with vanilla or pandan leaves. Corn and fruits like jackfruit or banana may also be added."
Gimbap,"[{'김밥': 'Korean'}, {'Gimbap': 'English'}, {'Kimbap': 'English'}]",['rice'],['rice roll'],['Korean'],['Korean'],['Korea'],['Korea'],Eastern Asia,,,,,"The dish is made from cooked rice, Vegetable, fish, and meat rolled in gim—dried sheets of seaweed—and served in bite-sized slices."
Goto,"[{'arroz caldo con goto': 'Spanish'}, {'arroz con goto': 'Spanish'}, {'goto': 'Tagalog'}, {'牛肚': 'Hokkien'}]",['rice'],['porridge'],['Filipino'],['Luzon'],['Luzon'],['Philippines'],South Eastern Asia,,,,,"The dish is cooked with beef tripe, ginger and garnished with toasted garlic, scallions, black pepper, and chicharon. It is usually served with calamansi, soy sauce, or fish sauce as condiments, as well as a hard-boiled egg."
Gumbo,[{'Gum-bo': 'Louisiana Creole'}],['stew'],['meat stew' 'seafood stew'],['American'],['Louisiana'],['Louisiana'],['United States'],Northern America,,,,,"The dish consists primarily of a strongly flavored stock, meat or shellfish (or sometimes both), a thickener, celery, bell peppers, and onions. The okra or filé powder often used as thickener."
Hainanese chicken rice,"[{'Wenchang chicken': 'Chinese'}, {'Wenchang chicken rice': 'Chinese'}, {'文昌雞': 'Chinese'}, {'no_alias': 'not_stated'}]",['rice' 'chicken'],['coconut rice' 'mixed rice'],['Singaporean'],['Singaporean' 'Chinese' 'Hainanese'],['Singapore'],['Singapore' 'Indonesia' 'Thailand' 'Malaysia' 'Vietnam' 'Cambodia'],South Eastern Asia,,,,,"The dish is poached chicken served with seasoned rice, accompanied by chili sauce and usually garnished with cucumber."
Hoppin' John,[{'Carolina peas and rice': 'not_stated'}],['rice'],['mixed rice'],['American'],['South Carolina'],['South Carolina'],['United States'],Northern America,,,,,"The dish is made with cowpeas, mainly, black-eyed peas and Sea Island red peas in the Sea Islands and iron and clay peas in the Southeast US, and rice, chopped onion, and sliced bacon, seasoned with salt. Some recipes use ham hock, fatback, country sausage, or smoked turkey parts instead of bacon. A few use green peppers or vinegar and spices."
Horchata,"[{'Horchata': 'English'}, {'orxata': 'Valencian'}, {'oɾˈtʃata': 'Spanish'}, {'oɾˈtʃata': 'Valencian'}]",['beverages'],['nut drinks'],['Spanish'],['Spanish'],['Spain'],['Spain'],Southern Europe,,,,,"The dish is a beverage, generally plant-based but sometimes containing milk. It is made with soaked, ground, and sweetened tiger nuts. In some regions, the base is jicaro, melon or sesame seeds, or white rice, along with other spices."
Hsi htamin,"[{'ဆီထမင်း': 'not_stated'}, {'oiled rice': 'English'}, {'si htamin': 'not_stated'}]",['rice'],['mixed rice'],['Burmese'],['Burmese'],['Myanmar'],['Myanmar'],South Eastern Asia,,,,,"The dish consists of glutinous rice cooked with turmeric, salt, and onions, and served with roasted sesame seeds and fried onions, which renders a golden hue to the rice."
Htamanè,"[{'Burmese:ထမနဲ': 'not_stated'}, {'Mon:ယိုဟ်သ္ၚု': 'not_stated'}]",['rice'],['mixed rice'],['Burmese'],['Burmese'],['Myanmar'],['Myanmar'],South Eastern Asia,,,,,"The dish is a glutinous rice-based savory snack, mixed with toasted sesame seeds, peanut, fried ginger, ground nut oil and fried coconut shavings."
Htamin jin,"[{'ထမင်းချဉ်\u200c': 'Burmese'}, {'Htamin jin': 'not_stated'}, {'Htamin gyin': 'not_stated'}]",['rice'],['mixed rice'],['Burmese'],['Burmese'],['Myanmar'],['Myanmar'],South Eastern Asia,,,,,"The dish consists of either fresh or fermented rice, kneaded with boiled fish, fresh tomato paste, mashed boiled potatoes and garlic garnish."
Idli,[{'no_alias': 'not_stated'}],['rice'],['rice cake'],['Indian' 'Sri Lankan'],['Indian' 'Sri Lankan'],['South India' 'Sri Lanka'],['India' 'Sri Lanka'],Southern Asia,,,,,The dish is a type of savoury rice cake. It is made by steaming a batter consisting of fermented de-husked black lentils and rice.
Kiribath,[{'කිරිබත්': 'Sinhala'}],['rice'],['rice cake'],['Sri Lankan'],['Sri Lankan'],['Sri Lanka'],['Sri Lanka'],Southern Asia,,,,,"The dish is made form rice and coconut milk. The rice is cooked in coconut milk, sometimes with added ingredients such as sesame seeds or cashew. This dish is commonly compressed and cut into diamond or square shaped blocks before serving."
Rijsttafel,"[{""no_alias"": []}]",['side dish'],['rice' 'side dish'],['Indonesian'],['Indonesian' 'Dutch' 'Belgian'],['Indonesia' 'Netherlands' 'Belgium'],['Indonesia' 'Netherlands' 'Belgium'],Western Europe,South Eastern Asia,,,,"The dish consists of many side dishes served in small portions, accompanied by rice prepared in several different ways. Popular side dishes include egg rolls, sambals, satay, fish, fruit, Vegetable, pickles, and nuts."
Jambalaya,[],['rice'],['mixed rice'],['American'],['Louisiana' 'African' 'Spanish' 'French' 'Cajun' 'Senegalese'],['Louisiana' 'West Africa'],['United States' 'Senegal'],Western Africa,Northern America,,,,"The dish consisting mainly of meat or seafood (or both), and vegetable mixed with rice and spices."
Jiuniang,"[{'sweet wine': 'English'}, {'sweet rice wine': 'English'}]",['rice'],['rice pudding'],['Chinese'],['Chinese'],['China'],['China'],Eastern Asia,,,,,"The dish consists of a mixture of partially digested rice grains floating in a sweet saccharified liquid, with small amounts of alcohol and lactic acid. It is made by fermenting glutinous rice with a starter called jiuqu containing Rhizopus oryzae or Aspergillus oryzae and often yeast and bacteria. "
Jhalmuri,"[{'ঝালমুড়ি': 'Bengali'}, {'ଝାଲ ମୁଢ଼ି': 'Odia'}, {'ঝল মুৰি': 'Assamese'}, {'झाल मुरी': 'Bhojpuri'}, {'झालमुड़ी': 'Hindi'}]",['rice'],['puffed rice'],['Bangladeshi' 'Indian'],['Bengali' 'Bihari' 'Odia'],['Bengal' 'Bihar' 'Odisha'],['Bangladesh' 'India'],Southern Asia,,,,,"The dish is a popular street snack, made of puffed rice and an assortment of Indian spices, Vegetable, Bombay mix and mustard oil.."
Juk,"[{'죽': 'Korean'}, {'粥': 'Chinese'}, {'tɕuk̚': 'Korean (Romanized)'}]",['rice'],['porridge'],['Korean'],['Korean'],['Korea'],['Korea'],Eastern Asia,,,,,"The dish is made by boiling rice or other grains or legumes, such as beans, sesame, nuts, and pumpkin. It is often eaten warm, especially as a morning meal, but is now eaten at any time of the day."
Kabuli pulao,"[{'قابلی پلو': 'Dari'}, {'قابلی پلاو\u200e': 'Pashto'}]",['rice'],['mixed rice'],['Afghan'],['Northern Afghanistan'],['Northern Afghanistan'],['Afghanistan'],Southern Asia,,,,,"The dish core ingredients are steamed rice mixed with caramelized carrots and dry raisins as well as marinated lamb meat. Qabeli palaw is commonly garnished with almonds and pistachios. Saffron may be added to either the rice, the sauce or the garnishes."
Kabsa,"[{'kabsah': 'Arabic'}, {'makbūs': 'Arabic'}, {'machbūs': 'Arabic'}, {'مكبوس': 'Arabic'}, {'مچبوس': 'Arabic'}]",['rice'],['mixed rice'],['Saudi Arabian' 'Yemeni'],['Arabian Peninsula'],['Arabian Peninsula'],['Saudi Arabia' 'Yemen'],Western Asia,,,,,"The dish usually made with rice (usually basmati), meat, Vegetable, and a mixture of spices. "
Kalamay,[{'kalamai': 'Chamorro'}],['dessert'],['dessert'],['Filipino'],['Visayas' 'Luzon'],['Visayas' 'Luzon'],['Philippines'],South Eastern Asia,,,,,"The dish is a sticky sweet delicacy. It is made of coconut milk, brown sugar, and ground glutinous rice. It can also be flavored with margarine, peanut butter, or vanilla."
Katsudon,[{'カツ丼': 'Japanese'}],['rice'],['rice bowl'],['Japanese'],['Japanese'],['Japan'],['Japan'],Eastern Asia,,,,,"The dish is a bowl of rice topped with a deep-fried breaded pork cutlet, egg, Vegetable, and condiments. "
Kedgeree,"[{'kitcherie': 'not_stated'}, {'kitchari': 'not_stated'}, {'kidgeree': 'not_stated'}, {'kedgaree': 'not_stated'}, {'kitchiri': 'not_stated'}, {'khichuri': 'not_stated'}, {'kaedjere': 'not_stated'}]",['rice'],['mixed rice'],['Indian' 'British'],['Indian' 'British'],['India' 'United Kingdom'],['India' 'United Kingdom'],Southern Asia,Northern Europe,,,,"The dish consisting of cooked, flaked fish (traditionally smoked haddock), boiled rice, parsley, hard-boiled eggs, curry powder, lemon juice, salt, butter or cream, and occasionally sultanas. The dish can be eaten hot or cold."
Ketupat,"[{'ketupat': 'Indonesian and Malay'}, {'kupat': 'Javanese and Sundanese'}, {'tipat': 'Balinese'}]",['rice'],['rice cake'],['Indonesian'],['Javanese'],['Java'],['Indonesia' 'Brunei Darussalam' 'Malaysia' 'Singapore' 'Thailand'],South Eastern Asia,,,,,The dish packed inside a diamond-shaped container of woven palm leaf pouch. It  is cut open until its skin (woven palm leaf) is totally removed. The inner rice cake is then cut into pieces and served as a staple food in place of plain steamed rice.
Khao kan chin,"[{'ข้าวกั๊นจิ๊น': 'Thai'}, {'ข้าวเงี้ยว': 'Thai'}, {'จิ๊นส้มเงี้ยว': 'Thai'}, {'no_alias': 'not_stated'}]",['rice'],['mixed rice'],['Thai'],['Thai'],['Northern Thailand'],['Thailand'],South Eastern Asia,,,,,"The dish is rice mixed with minced pork and pork blood, flavored with salt, sugar, a little garlic, shallot, vegetable oil, and then steamed inside a banana leaf. It is commonly served with fried chopped garlic, fried dried bird chilies, and cucumber."
Khao khluk kapi,"[{'Khao kluk kapi': 'English'}, {'ข้าวคลุกกะปิ': 'Thai'}]",['rice'],['fried rice'],['Thai'],['Thai'],['Central Thailand'],['Thailand'],South Eastern Asia,,,,,"The dish consists of the primary ingredients of fried rice mixed with shrimp paste. The dish is typically served with several side dishes or toppings, such as sliced cucumber, sliced shallot, onion or purple onion, deep-fried or fried shrimp, shredded or thinly sliced sour green mango, chili peppers, deep-fried chili peppers, sliced thin egg omelet or crêpe, sweetened roasted pork, pork belly (Chinese mu wan), Chinese sausage such as kun chiang, and mackerel, among others."
Khao lam,"[{'paung din': 'Burmese'}, {'ပေါင်းတင်း': 'Burmese'}, {'kauk hnyin kyi dauk': 'Burmese'}, {'ကောက်ညှင်းကျည်တောက်': 'Burmese'}, {'kralan': 'Khmer'}, {'ក្រឡាន': 'Khmer'}, {'ข้าวหลาม': 'not_stated'}, {'ເຂົ້າຫລາມ': 'Lao'}, {'cơm lam': 'Vietnamese'}]",['rice'],['roasted rice'],['Thai' 'Lao'],['Burmese' 'Cambodian' 'Lao' 'Thai' 'Vietnamese'],['Thailand' 'Laos'],['Thailand' 'Laos'],South Eastern Asia,,,,,The dish consists of sticky rice roasted inside specially prepared bamboo sections of different diameters and lengths.
Khao tom,"[{'ເຂົ້າຕົ້ມ': 'Lao'}, {'ข้าวต้มมัด': 'Thai'}, {'Num ansom': 'Khmer'}, {'lepet': 'Indonesian'}, {'suman': 'Filipino'}, {'bánh tét': 'Vietnamese'}, {'bánh chưng': 'Vietnamese'}]",['rice'],['mixed rice'],['Thai' 'Lao'],['Thai' 'Lao' 'Cambodian' 'Filipino' 'Indonesian' 'Vietnamese'],['Thailand' 'Laos'],['Thailand' 'Laos'],South Eastern Asia,,,,,"The dish is made of sticky rice, ripe banana, coconut milk, all wrapped and steamed-cooked in banana leaves."
